N1,N2,N3,N4,N5,N6,N7,N8,N9,M1,M2,M3
0.0611,0.0261,4.78870966,0.251342563,10.72563241,1.759123417,10.4001,7.8001,0.976566178,RAISE,LOWER,STOP
0.0601,0.0271,5.449597794,5.936922753,10.72563241,3.810504359,0.0001,0.0001,0.446473408,RAISE,LOWER,RAISE
0.0591,0.0281,5.517374663,5.276034619,10.72563241,0.183583247,0.4001,0.3001,0.508091046,RAISE,LOWER,RAISE
0.0581,0.0291,5.635209052,5.208257749,10.72563241,0.209148539,0.8001,0.6001,0.514410195,RAISE,LOWER,RAISE
0.0571,0.0301,6.356590938,5.090423361,10.72563241,0.216395168,1.2001,0.9001,0.525396437,RAISE,LOWER,RAISE
0.0561,0.0311,6.519493513,4.369041474,10.72563241,0.249747044,1.6001,1.2001,0.592654185,RAISE,LOWER,RAISE
0.0551,0.0321,7.304762654,4.206138899,10.72563241,0.29844045,2.0001,1.5001,0.607842341,RAISE,LOWER,RAISE
0.0541,0.0331,8.233946291,3.420869759,10.72563241,0.347338156,2.4001,1.8001,0.681056592,RAISE,LOWER,RAISE
0.0531,0.0341,8.375135111,2.491686121,10.72563241,0.481394901,2.8001,2.1001,0.767688652,RAISE,LOWER,RAISE
0.0521,0.0351,8.615680135,2.350497301,10.72563241,0.672246399,3.2001,2.4001,0.780852335,RAISE,LOWER,RAISE
0.0511,0.0361,8.884653927,2.109952278,10.72563241,0.733094238,3.6001,2.7001,0.803279453,RAISE,HOLD,RAISE
0.0511,0.0371,9.188276853,1.840978486,10.72563241,0.842166339,4.0001,3.0001,0.828357116,RAISE,HOLD,RAISE
0.0511,0.0381,9.819479791,1.537355559,10.72563241,0.998194919,4.4001,3.3001,0.856665276,RAISE,HOLD,RAISE
0.0511,0.0391,10.44498034,0.906152622,10.72563241,1.277450715,4.8001,3.6001,0.915515227,RAISE,HOLD,RAISE
0.0511,0.0401,9.939002494,0.280652077,10.72563241,2.305346823,5.2001,3.9001,0.973833517,RAISE,HOLD,STOP
0.0511,0.0411,10.66516691,0.786629918,10.72563241,7.082792754,0.0001,0.0001,0.926658878,RAISE,RAISE,RAISE
0.0711,0.0421,4.019464881,0.060465505,10.72563241,2.711609782,0.4001,0.3001,0.994362523,HOLD,RAISE,HOLD
0.0911,0.0421,4.938794719,6.706167531,10.72563241,13.29506763,0.4001,0.3001,0.374753183,RAISE,LOWER,RAISE
0.0901,0.0431,5.784596809,5.786837694,10.72563241,0.147291123,0.8001,0.6001,0.460466528,RAISE,LOWER,RAISE
0.0891,0.0441,6.166654398,4.941035604,10.72563241,0.199922552,1.2001,0.9001,0.539324544,RAISE,LOWER,RAISE
0.0881,0.0451,6.385482086,4.558978014,10.72563241,0.249609794,1.6001,1.2001,0.574945529,RAISE,LOWER,RAISE
0.0871,0.0461,6.881386148,4.340150327,10.72563241,0.280127786,2.0001,1.5001,0.59534784,RAISE,LOWER,RAISE
0.0861,0.0471,7.403659267,3.844246264,10.72563241,0.317103585,2.4001,1.8001,0.641583254,RAISE,LOWER,RAISE
0.0851,0.0481,7.454003748,3.321973145,10.72563241,0.385181321,2.8001,2.1001,0.690277177,RAISE,LOWER,RAISE
0.0841,0.0491,8.296265621,3.271628665,10.72563241,0.448769657,3.2001,2.4001,0.694971025,RAISE,LOWER,RAISE
0.0831,0.0501,8.706091289,2.429366792,10.72563241,0.507164258,3.6001,2.7001,0.77349897,RAISE,LOWER,RAISE
0.0821,0.0511,9.622024738,2.019541123,10.72563241,0.716737491,4.0001,3.0001,0.8117089,RAISE,LOWER,RAISE
0.0811,0.0521,10.61453162,1.103607675,10.72563241,0.952892182,4.4001,3.3001,0.897105585,RAISE,LOWER,RAISE
0.0801,0.0531,9.210632048,0.11110079,10.72563241,1.923605981,4.8001,3.6001,0.989641563,HOLD,LOWER,HOLD
0.0791,0.0531,9.325824587,1.515000365,10.72563241,16.58067791,4.8001,3.6001,0.858749554,RAISE,LOWER,RAISE
0.0781,0.0541,9.343305037,1.399807826,10.72563241,1.231131662,5.2001,3.9001,0.869489484,RAISE,HOLD,RAISE
0.0781,0.0551,9.404827362,1.382327375,10.72563241,1.334941106,5.6001,4.2001,0.871119266,RAISE,HOLD,RAISE
0.0781,0.0561,9.883342109,1.32080505,10.72563241,1.360723593,6.0001,4.5001,0.876855275,RAISE,HOLD,RAISE
0.0781,0.0571,2.899578191,0.842290303,10.72563241,1.496563344,6.4001,4.8001,0.921469404,RAISE,HOLD,RAISE
0.0781,0.0581,3.802218728,7.826054222,10.72563241,0.688498533,6.8001,5.1001,0.270341,RAISE,HOLD,RAISE
0.0781,0.0591,3.888265717,6.923413684,10.72563241,0.097168218,7.2001,5.4001,0.354498325,RAISE,HOLD,RAISE
0.0781,0.0601,4.338709832,6.837366695,10.72563241,0.112322213,7.6001,5.7001,0.362520882,RAISE,HOLD,RAISE
0.0781,0.0611,5.118442222,6.386922581,10.72563241,0.12691172,8.0001,6.0001,0.404517856,RAISE,RAISE,RAISE
0.0981,0.0621,5.643840895,5.607190191,10.72563241,0.160278825,8.4001,6.3001,0.47721589,RAISE,RAISE,RAISE
0.1181,0.0631,6.455453801,5.081791518,10.72563241,0.201307275,8.8001,6.6001,0.526201223,RAISE,LOWER,RAISE
0.1171,0.0641,6.570478035,4.270178611,10.72563241,0.254062127,9.2001,6.9001,0.601871624,RAISE,LOWER,RAISE
0.1161,0.0651,7.039145756,4.155154377,10.72563241,0.307737855,9.6001,7.2001,0.612595862,RAISE,LOWER,RAISE
0.1151,0.0661,7.674194343,3.686486657,10.72563241,0.338815125,10.0001,7.5001,0.656291908,RAISE,LOWER,RAISE
0.1141,0.0671,7.77916551,3.051438069,10.72563241,0.416341903,10.4001,7.8001,0.715500406,RAISE,LOWER,RAISE
0.1131,0.0681,8.056576174,2.946466902,10.72563241,0.509868812,10.8001,8.1001,0.72528735,RAISE,LOWER,RAISE
0.1121,0.0691,8.850492842,2.669056238,10.72563241,0.546863511,11.2001,8.4001,0.751151621,RAISE,LOWER,RAISE
0.1111,0.0701,9.698269527,1.87513957,10.72563241,0.663192683,11.6001,8.7001,0.825172121,RAISE,LOWER,RAISE
0.1101,0.0711,9.921081568,1.027362885,10.72563241,1.034405084,12.0001,9.0001,0.904214237,RAISE,LOWER,RAISE
0.1091,0.0721,6.902374868,0.804550844,10.72563241,1.931368499,12.4001,9.3001,0.924988027,RAISE,LOWER,RAISE
0.1081,0.0731,7.124412626,3.823257545,10.72563241,1.715833105,12.8001,9.6001,0.643540129,RAISE,LOWER,RAISE
0.1071,0.0741,7.896042638,3.601219787,10.72563241,0.372688083,13.2001,9.9001,0.66424173,RAISE,HOLD,RAISE
0.1071,0.0751,8.567070436,2.829589774,10.72563241,0.438520452,13.6001,10.2001,0.736184342,RAISE,HOLD,RAISE
0.1071,0.0761,9.165189313,2.158561976,10.72563241,0.60553445,14.0001,10.5001,0.798747347,RAISE,HOLD,RAISE
0.1071,0.0771,10.12381731,1.5604431,10.72563241,0.849193992,14.4001,10.8001,0.854512719,RAISE,HOLD,RAISE
0.1071,0.0781,2.415999241,0.601815099,10.72563241,1.297556741,14.8001,11.1001,0.943890013,RAISE,HOLD,RAISE
0.1071,0.0791,2.904272381,8.309633171,10.72563241,0.802904163,15.2001,11.4001,0.225254712,RAISE,HOLD,RAISE
0.1071,0.0801,3.855863467,7.821360032,10.72563241,0.069901338,15.6001,11.7001,0.270778661,RAISE,HOLD,RAISE
0.1071,0.0811,4.548034541,6.869768945,10.72563241,0.098598286,16.0001,12.0001,0.359499871,RAISE,HOLD,RAISE
0.1071,0.0821,5.19609491,6.177597872,10.72563241,0.132407205,16.4001,12.3001,0.424034161,RAISE,HOLD,RAISE
0.1071,0.0831,6.067221035,5.529537502,10.72563241,0.168223799,16.8001,12.6001,0.484455807,RAISE,HOLD,RAISE
0.1071,0.0841,6.817514402,4.658411378,10.72563241,0.219447686,17.2001,12.9001,0.565674899,RAISE,RAISE,RAISE
0.1271,0.0851,7.661701614,3.90811801,10.72563241,0.292696967,17.6001,13.2001,0.635628198,RAISE,RAISE,RAISE
0.1471,0.0861,8.042117315,3.063930799,10.72563241,0.39209162,18.0001,13.5001,0.714335651,RAISE,HOLD,RAISE
0.1471,0.0871,8.355632956,2.683515098,10.72563241,0.52495424,18.4001,13.8001,0.749803555,RAISE,LOWER,RAISE
0.1461,0.0881,8.771463164,2.369999456,10.72563241,0.622737913,18.8001,14.1001,0.779034059,RAISE,LOWER,RAISE
0.1451,0.0891,9.363809456,1.954169249,10.72563241,0.740208032,19.2001,14.4001,0.817803821,RAISE,LOWER,RAISE
0.1441,0.0901,9.800133538,1.361822957,10.72563241,0.958341706,19.6001,14.7001,0.873030987,RAISE,LOWER,RAISE
0.1431,0.0911,10.04756511,0.925498874,10.72563241,1.439266902,20.0001,15.0001,0.913711487,RAISE,LOWER,RAISE
0.1421,0.0921,10.60199766,0.6780673,10.72563241,2.171275491,20.4001,15.3001,0.93678067,RAISE,LOWER,RAISE
0.1411,0.0931,5.928992707,0.123634752,10.72563241,3.127122535,20.8001,15.6001,0.988472964,HOLD,LOWER,HOLD
0.1401,0.0931,6.858532721,4.796639705,10.72563241,9.591142638,20.8001,15.6001,0.552787237,RAISE,LOWER,RAISE
0.1391,0.0941,7.578037935,3.867099692,10.72563241,0.285972395,21.2001,15.9001,0.639452524,RAISE,LOWER,RAISE
0.1381,0.0951,7.649945841,3.147594477,10.72563241,0.391923588,21.6001,16.2001,0.706535302,RAISE,HOLD,RAISE
0.1381,0.0961,8.358140013,3.075686571,10.72563241,0.486082048,22.0001,16.5001,0.713239607,RAISE,HOLD,RAISE
0.1381,0.0971,8.882680555,2.367492399,10.72563241,0.543497513,22.4001,16.8001,0.779267804,RAISE,HOLD,RAISE
0.1381,0.0981,9.056372864,1.842951858,10.72563241,0.75038725,22.8001,17.1001,0.828173129,RAISE,HOLD,RAISE
0.1381,0.0991,9.418586134,1.669259549,10.72563241,0.982811659,23.2001,17.4001,0.844367261,RAISE,HOLD,RAISE
0.1381,0.1001,9.840261258,1.307046278,10.72563241,1.128474735,23.6001,17.7001,0.878138069,RAISE,HOLD,RAISE
0.1381,0.1011,10.36501637,0.885371155,10.72563241,1.505724995,24.0001,18.0001,0.917452779,RAISE,HOLD,RAISE
0.1381,0.1021,10.45502953,0.360616041,10.72563241,2.341394638,24.4001,18.3001,0.966378109,RAISE,HOLD,RAISE
0.1381,0.1031,0.789878865,0.270602886,10.72563241,5.798427327,24.8001,18.6001,0.974770449,RAISE,HOLD,STOP
0.1381,0.1041,1.181402407,9.935753547,10.72563241,0.583791901,0.0001,0.0001,0.073644037,RAISE,HOLD,RAISE
0.1381,0.1051,1.950928991,9.544230006,10.72563241,0.023780832,0.4001,0.3001,0.110147576,RAISE,HOLD,RAISE
0.1381,0.1061,2.776525408,8.774703421,10.72563241,0.040881852,0.8001,0.6001,0.181894075,RAISE,HOLD,RAISE
0.1381,0.1071,3.356500253,7.949107005,10.72563241,0.063284769,1.2001,0.9001,0.258868223,RAISE,HOLD,RAISE
0.1381,0.1081,4.345258242,7.369132159,10.72563241,0.084449744,1.6001,1.2001,0.312941944,RAISE,RAISE,RAISE
0.1581,0.1091,5.127994855,6.38037417,10.72563241,0.117931343,2.0001,1.5001,0.405128395,RAISE,RAISE,RAISE
0.1781,0.1101,6.113239765,5.597637557,10.72563241,0.160742763,2.4001,1.8001,0.478106526,RAISE,HOLD,RAISE
0.1781,0.1111,6.899610185,4.612392648,10.72563241,0.218422136,2.8001,2.1001,0.569965437,RAISE,LOWER,RAISE
0.1771,0.1121,7.339355919,3.826022228,10.72563241,0.299177052,3.2001,2.4001,0.643282365,RAISE,LOWER,RAISE
0.1761,0.1131,7.916894808,3.386276493,10.72563241,0.383654641,3.6001,2.7001,0.684281881,RAISE,LOWER,RAISE
0.1751,0.1141,8.230587677,2.808737605,10.72563241,0.467587028,4.0001,3.0001,0.738128485,RAISE,LOWER,RAISE
0.1741,0.1151,8.234335756,2.495044736,10.72563241,0.586070245,4.4001,3.3001,0.767375513,RAISE,LOWER,RAISE
0.1731,0.1161,8.259769901,2.491296656,10.72563241,0.66005516,4.8001,3.6001,0.767724964,RAISE,LOWER,RAISE
0.1721,0.1171,9.198853165,2.465862511,10.72563241,0.663090032,5.2001,3.9001,0.770096306,RAISE,HOLD,RAISE
0.1721,0.1181,10.00231182,1.526779248,10.72563241,0.746096193,5.6001,4.2001,0.857651354,RAISE,HOLD,RAISE
0.1721,0.1191,1.619674908,0.723320593,10.72563241,1.310249905,6.0001,4.5001,0.932561497,RAISE,HOLD,RAISE
0.1721,0.1201,1.976397044,9.105957505,10.72563241,0.447844268,6.4001,4.8001,0.151009735,RAISE,HOLD,RAISE
0.1721,0.1211,2.216896852,8.749235368,10.72563241,0.043408879,6.8001,5.1001,0.184268579,RAISE,HOLD,RAISE
0.1721,0.1221,2.878371776,8.50873556,10.72563241,0.050676357,7.2001,5.4001,0.206691481,RAISE,HOLD,RAISE
0.1721,0.1231,3.739139001,7.847260636,10.72563241,0.067656863,7.6001,5.7001,0.268363828,RAISE,HOLD,RAISE
0.1721,0.1241,4.237859788,6.986493412,10.72563241,0.095297943,8.0001,6.0001,0.348617112,RAISE,HOLD,RAISE
0.1721,0.1251,5.007670337,6.487772624,10.72563241,0.121315789,8.4001,6.3001,0.395115143,RAISE,HOLD,RAISE
0.1721,0.1261,5.012581833,5.717962076,10.72563241,0.15437256,8.8001,6.6001,0.466888119,RAISE,HOLD,RAISE
0.1721,0.1271,6.003985776,5.713050579,10.72563241,0.175327565,9.2001,6.9001,0.46734604,RAISE,HOLD,RAISE
0.1721,0.1281,6.321842817,4.721646637,10.72563241,0.210184933,9.6001,7.2001,0.559779186,RAISE,HOLD,RAISE
0.1721,0.1291,6.523530325,4.403789596,10.72563241,0.267781277,10.0001,7.5001,0.589414458,RAISE,HOLD,RAISE
0.1721,0.1301,6.741568051,4.202102087,10.72563241,0.296268938,10.4001,7.8001,0.608218711,RAISE,HOLD,RAISE
0.1721,0.1311,6.796574569,3.984064362,10.72563241,0.320866457,10.8001,8.1001,0.628547371,RAISE,HOLD,RAISE
0.1721,0.1321,7.330872075,3.929057843,10.72563241,0.341187991,11.2001,8.4001,0.633675881,RAISE,HOLD,RAISE
0.1721,0.1331,7.395416678,3.394760337,10.72563241,0.37316183,11.6001,8.7001,0.683490893,RAISE,HOLD,RAISE
0.1721,0.1341,8.057517065,3.330215734,10.72563241,0.435695952,12.0001,9.0001,0.689508683,RAISE,RAISE,RAISE
0.1921,0.1351,8.092627189,2.668115347,10.72563241,0.483903609,12.4001,9.3001,0.751239345,RAISE,RAISE,RAISE
0.2121,0.1361,8.566865107,2.633005223,10.72563241,0.606617491,12.8001,9.6001,0.754512823,RAISE,HOLD,RAISE
0.2121,0.1371,8.892569391,2.158767305,10.72563241,0.650729063,13.2001,9.9001,0.798728203,RAISE,LOWER,RAISE
0.2111,0.1381,9.23223057,1.833063021,10.72563241,0.823856223,13.6001,10.2001,0.829095111,RAISE,LOWER,RAISE
0.2101,0.1391,9.75206462,1.493401842,10.72563241,1.007300945,14.0001,10.5001,0.860763283,RAISE,LOWER,RAISE
0.2091,0.1401,10.11389963,0.973567792,10.72563241,1.306020168,14.4001,10.8001,0.909229801,RAISE,LOWER,RAISE
0.2081,0.1411,9.406895494,0.611732785,10.72563241,2.077698072,14.8001,11.1001,0.942965341,RAISE,HOLD,RAISE
0.2081,0.1421,10.06787555,1.318736918,10.72563241,3.075491695,15.2001,11.4001,0.877048097,RAISE,HOLD,RAISE
0.2081,0.1431,8.220530677,0.657756866,10.72563241,1.526896746,15.6001,11.7001,0.938674305,RAISE,HOLD,RAISE
0.2081,0.1441,8.844158673,2.505101736,10.72563241,2.499565144,16.0001,12.0001,0.766437853,RAISE,HOLD,RAISE
0.2081,0.1451,9.823850775,1.88147374,10.72563241,0.706091776,16.4001,12.3001,0.824581557,RAISE,HOLD,RAISE
0.2081,0.1461,10.59018045,0.901781637,10.72563241,1.044271899,16.8001,12.6001,0.915922754,RAISE,HOLD,RAISE
0.2081,0.1471,0.73432953,0.13545196,10.72563241,2.348723908,17.2001,12.9001,0.987371191,HOLD,STOP,HOLD
0.0001,0.1471,1.314831959,9.991302883,10.72563241,1.084265643,17.2001,12.9001,0.068464917,RAISE,HOLD,RAISE
0.0001,0.1481,2.128694803,9.410800454,10.72563241,0.02631953,17.6001,13.2001,0.122587826,RAISE,RAISE,RAISE
0.0201,0.1491,2.931921813,8.596937609,10.72563241,0.045239399,18.0001,13.5001,0.198467999,RAISE,RAISE,RAISE
0.0401,0.1501,2.992294656,7.7937106,10.72563241,0.068208517,18.4001,13.8001,0.273356544,RAISE,RAISE,RAISE
0.0601,0.1511,3.472570725,7.733337757,10.72563241,0.07678742,18.8001,14.1001,0.278985382,RAISE,RAISE,RAISE
0.0801,0.1521,3.98206298,7.253061688,10.72563241,0.089807812,19.2001,14.4001,0.323763727,RAISE,RAISE,RAISE
0.1001,0.1531,4.722722545,6.743569433,10.72563241,0.109803643,19.6001,14.7001,0.371266031,RAISE,RAISE,RAISE
0.1201,0.1541,4.919408512,6.002909868,10.72563241,0.140065957,20.0001,15.0001,0.440321126,RAISE,RAISE,RAISE
0.1401,0.1551,4.974828829,5.806223901,10.72563241,0.163900796,20.4001,15.3001,0.458659063,RAISE,RAISE,RAISE
0.1601,0.1561,5.451129615,5.750803584,10.72563241,0.171361936,20.8001,15.6001,0.463826154,RAISE,RAISE,RAISE
0.1801,0.1571,5.616386251,5.274502797,10.72563241,0.189578014,21.2001,15.9001,0.508233865,RAISE,RAISE,RAISE
0.2001,0.1581,5.815390863,5.109246162,10.72563241,0.212963628,21.6001,16.2001,0.523641501,RAISE,RAISE,RAISE
0.2201,0.1591,6.393394504,4.91024155,10.72563241,0.227641835,22.0001,16.5001,0.542195615,RAISE,RAISE,RAISE
0.2401,0.1601,7.25652928,4.332237909,10.72563241,0.26041059,22.4001,16.8001,0.596085551,RAISE,HOLD,RAISE
0.2401,0.1611,7.634810656,3.469103132,10.72563241,0.335001421,22.8001,17.1001,0.676559573,RAISE,HOLD,RAISE
0.2401,0.1621,7.938339876,3.090821756,10.72563241,0.440160489,23.2001,17.4001,0.711828484,RAISE,HOLD,RAISE
0.2401,0.1631,8.855699892,2.787292536,10.72563241,0.5136718,23.6001,17.7001,0.740127908,RAISE,HOLD,RAISE
0.2401,0.1641,9.285469167,1.869932521,10.72563241,0.635433833,24.0001,18.0001,0.825657598,RAISE,HOLD,RAISE
0.2401,0.1651,9.64518962,1.440163246,10.72563241,0.993134144,24.4001,18.3001,0.865726962,RAISE,HOLD,RAISE
0.2401,0.1661,10.00475785,1.080442793,10.72563241,1.339457822,24.8001,18.6001,0.899265353,RAISE,HOLD,RAISE
0.2401,0.1671,5.373299433,0.720874561,10.72563241,1.851973639,25.2001,18.9001,0.932789552,RAISE,HOLD,RAISE
0.2401,0.1681,5.605344219,5.35233298,10.72563241,1.490772382,25.6001,19.2001,0.500977399,RAISE,HOLD,RAISE
0.2401,0.1691,6.464822112,5.120288194,10.72563241,0.209454241,26.0001,19.5001,0.522612001,RAISE,HOLD,RAISE
0.2401,0.1701,7.289839016,4.260810301,10.72563241,0.2525179,26.4001,19.8001,0.602745075,RAISE,HOLD,RAISE
0.2401,0.1711,7.754064305,3.435793397,10.72563241,0.342180877,26.8001,20.1001,0.679665192,RAISE,HOLD,RAISE
0.2401,0.1721,7.75798034,2.971568107,10.72563241,0.451369649,27.2001,20.4001,0.722947049,RAISE,HOLD,RAISE
0.2401,0.1731,8.305848834,2.967652073,10.72563241,0.522147234,27.6001,20.7001,0.723312159,RAISE,HOLD,RAISE
0.2401,0.1741,8.942649432,2.419783578,10.72563241,0.559758936,28.0001,21.0001,0.774392457,RAISE,HOLD,RAISE
0.2401,0.1751,9.573519715,1.78298298,10.72563241,0.739128037,28.4001,21.3001,0.833764303,RAISE,HOLD,RAISE
0.2401,0.1761,9.582441783,1.152112698,10.72563241,1.073876736,28.8001,21.6001,0.892583239,RAISE,HOLD,RAISE
0.2401,0.1771,10.29906013,1.14319063,10.72563241,1.663455633,29.2001,21.9001,0.893415084,RAISE,HOLD,RAISE
0.2401,0.1781,6.672706888,0.426572278,10.72563241,1.801809754,29.6001,22.2001,0.960228706,RAISE,HOLD,RAISE
0.2401,0.1791,6.916693008,4.052925524,10.72563241,3.128523454,30.0001,22.5001,0.622127128,RAISE,HOLD,RAISE
0.2401,0.1801,7.24551372,3.808939404,10.72563241,0.341318535,30.4001,22.8001,0.644875075,RAISE,HOLD,RAISE
0.2401,0.1811,7.623887139,3.480118693,10.72563241,0.380447833,30.8001,23.1001,0.675532541,RAISE,HOLD,RAISE
0.2401,0.1821,8.544775318,3.101745274,10.72563241,0.43813949,31.2001,23.4001,0.710810034,RAISE,HOLD,RAISE
0.2401,0.1831,8.832417781,2.180857095,10.72563241,0.550965638,31.6001,23.7001,0.796668671,RAISE,HOLD,RAISE
0.2401,0.1841,9.435743397,1.893214632,10.72563241,0.809995098,32.0001,24.0001,0.8234869,RAISE,HOLD,RAISE
0.2401,0.1851,10.41875678,1.289889016,10.72563241,0.996795951,32.4001,24.3001,0.879737719,RAISE,HOLD,RAISE
0.2401,0.1861,3.598928742,0.306875629,10.72563241,1.615450114,32.8001,24.6001,0.971388575,RAISE,RAISE,RAISE
0.2601,0.1871,4.364649527,7.126703671,10.72563241,2.345529203,33.2001,24.9001,0.335544666,RAISE,RAISE,RAISE
0.2801,0.1881,4.477666921,6.360982885,10.72563241,0.12248719,33.6001,25.2001,0.406936333,RAISE,HOLD,RAISE
0.2801,0.1891,4.897454645,6.247965491,10.72563241,0.140785379,34.0001,25.5001,0.417473464,RAISE,HOLD,RAISE
0.2801,0.1901,5.895539258,5.828177768,10.72563241,0.156769581,34.4001,25.8001,0.456612203,RAISE,HOLD,RAISE
0.2801,0.1911,6.126531371,4.830093155,10.72563241,0.20231158,34.8001,26.1001,0.549668218,RAISE,HOLD,RAISE
0.2801,0.1921,6.13796797,4.599101042,10.72563241,0.253681707,35.2001,26.4001,0.571204675,RAISE,HOLD,RAISE
0.2801,0.1931,6.477121622,4.587664442,10.72563241,0.266920336,35.6001,26.7001,0.572270961,RAISE,HOLD,RAISE
0.2801,0.1941,7.375343093,4.248510791,10.72563241,0.282371202,36.0001,27.0001,0.603891815,RAISE,HOLD,RAISE
0.2801,0.1951,7.726534631,3.35028932,10.72563241,0.347196628,36.4001,27.3001,0.68763713,RAISE,HOLD,RAISE
0.2801,0.1961,7.990243153,2.999097781,10.72563241,0.461245815,36.8001,27.6001,0.720380331,RAISE,HOLD,RAISE
0.2801,0.1971,8.289157745,2.735389259,10.72563241,0.532843124,37.2001,27.9001,0.744967089,RAISE,HOLD,RAISE
0.2801,0.1981,8.464535415,2.436474667,10.72563241,0.606067873,37.6001,28.2001,0.77283627,RAISE,HOLD,RAISE
0.2801,0.1991,9.095008956,2.261096998,10.72563241,0.694818258,38.0001,28.5001,0.789187536,RAISE,HOLD,RAISE
0.2801,0.2001,9.145480379,1.630623457,10.72563241,0.804477558,38.4001,28.8001,0.847969482,RAISE,HOLD,RAISE
0.2801,0.2011,9.679703055,1.580152034,10.72563241,1.121715788,38.8001,29.1001,0.852675164,RAISE,HOLD,RAISE
0.2801,0.2021,9.764156785,1.045929358,10.72563241,1.225160978,39.2001,29.4001,0.902483199,RAISE,HOLD,RAISE
0.2801,0.2031,10.34389884,0.961475628,10.72563241,1.867077678,39.6001,29.7001,0.910357209,RAISE,HOLD,RAISE
0.2801,0.2041,5.184140484,0.381733574,10.72563241,2.151671564,40.0001,30.0001,0.964409225,RAISE,HOLD,RAISE
0.2801,0.2051,5.654541626,5.541491928,10.72563241,2.716104024,40.4001,30.3001,0.483341241,RAISE,HOLD,RAISE
0.2801,0.2061,6.264460987,5.071090787,10.72563241,0.204080118,40.8001,30.6001,0.527198902,RAISE,HOLD,RAISE
0.2801,0.2071,6.382527875,4.461171425,10.72563241,0.247065622,41.2001,30.9001,0.584064487,RAISE,HOLD,RAISE
0.2801,0.2081,6.57601301,4.343104538,10.72563241,0.286136858,41.6001,31.2001,0.595072405,RAISE,HOLD,RAISE
0.2801,0.2091,7.064076975,4.149619403,10.72563241,0.302825454,42.0001,31.5001,0.613111913,RAISE,HOLD,RAISE
0.2801,0.2101,7.175354971,3.661555438,10.72563241,0.340468669,42.4001,31.8001,0.65861636,RAISE,HOLD,RAISE
0.2801,0.2111,7.398388589,3.550277442,10.72563241,0.391929337,42.8001,32.1001,0.668991319,RAISE,HOLD,RAISE
0.2801,0.2121,7.812355127,3.327243823,10.72563241,0.416778052,43.2001,32.4001,0.689785768,RAISE,HOLD,RAISE
0.2801,0.2131,8.027280717,2.913277286,10.72563241,0.469599196,43.6001,32.7001,0.728381771,RAISE,HOLD,RAISE
0.2801,0.2141,8.163860065,2.698351695,10.72563241,0.551082505,44.0001,33.0001,0.748420271,RAISE,HOLD,RAISE
0.2801,0.2151,8.650869476,2.561772347,10.72563241,0.605099779,44.4001,33.3001,0.761154191,RAISE,HOLD,RAISE
0.2801,0.2161,8.695902197,2.074762936,10.72563241,0.675381596,44.8001,33.6001,0.806560317,RAISE,HOLD,RAISE
0.2801,0.2171,8.826787467,2.029730216,10.72563241,0.838255017,45.2001,33.9001,0.810758924,RAISE,RAISE,RAISE
0.3001,0.2181,9.6627283,1.898844945,10.72563241,0.869749822,45.6001,34.2001,0.82296196,RAISE,RAISE,RAISE
0.3201,0.2191,10.53745046,1.062904113,10.72563241,1.017748008,46.0001,34.5001,0.900900565,RAISE,HOLD,RAISE
0.3201,0.2201,11.04707174,0.188181948,10.72563241,1.98276596,46.4001,34.8001,0.982454932,HOLD,STOP,HOLD
0.0001,0.2201,0.16477437,-0.32143933,10.72563241,11.74084112,46.4001,34.8001,1.029969266,STOP,HOLD,RAISE
0.0001,0.0001,0.927105793,10.56085804,10.72563241,-0.102522843,46.8001,35.1001,0.015362672,RAISE,RAISE,RAISE
0.0201,0.0011,1.703122575,9.79852662,10.72563241,0.017557395,47.2001,35.4001,0.086438334,RAISE,RAISE,RAISE
0.0401,0.0021,2.326310728,9.022509838,10.72563241,0.03476283,47.6001,35.7001,0.158789944,RAISE,LOWER,RAISE
0.0391,0.0031,2.472073822,8.399321684,10.72563241,0.051566821,48.0001,36.0001,0.21689264,RAISE,LOWER,RAISE
0.0381,0.0041,2.862829651,8.253558591,10.72563241,0.058863654,48.4001,36.3001,0.230482803,RAISE,LOWER,RAISE
0.0371,0.0051,3.643981107,7.862802762,10.72563241,0.069372008,48.8001,36.6001,0.266914765,RAISE,LOWER,RAISE
0.0361,0.0061,3.744117175,7.081651305,10.72563241,0.092689114,49.2001,36.9001,0.339745105,RAISE,LOWER,RAISE
0.0351,0.0071,3.764273621,6.981515238,10.72563241,0.105741359,49.6001,37.2001,0.349081251,RAISE,LOWER,RAISE
0.0341,0.0081,4.400720965,6.961358791,10.72563241,0.107835434,50.0001,37.5001,0.350960529,RAISE,LOWER,RAISE
0.0331,0.0091,4.885614451,6.324911448,10.72563241,0.126432816,50.4001,37.8001,0.410299439,RAISE,LOWER,RAISE
0.0321,0.0101,5.147510076,5.840017962,10.72563241,0.154487995,50.8001,38.1001,0.455508287,RAISE,LOWER,RAISE
0.0311,0.0111,5.803794908,5.578122336,10.72563241,0.17628405,51.2001,38.4001,0.47992602,RAISE,LOWER,RAISE
0.0301,0.0121,5.987339885,4.921837504,10.72563241,0.208091345,51.6001,38.7001,0.541114471,RAISE,LOWER,RAISE
0.0291,0.0131,6.595451404,4.738292527,10.72563241,0.243296935,52.0001,39.0001,0.558227213,RAISE,LOWER,RAISE
